route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
l_1,FIN50,vj_r1@13:55:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:02:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:09:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:16:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:23:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:30:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:37:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:44:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:51:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@14:58:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@15:05:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@15:12:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@15:19:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@15:26:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@15:33:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@15:40:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@15:47:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@15:54:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:01:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:08:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:15:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:22:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:29:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:36:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:43:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:50:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@16:57:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@17:04:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@17:11:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@17:18:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@17:25:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@17:32:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@17:39:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@17:46:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@17:53:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:00:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:07:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:14:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:21:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:28:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:35:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:42:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:49:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@18:56:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@19:03:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@19:10:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@19:17:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r1@19:24:00,"Suborn, Bus Station",,,
l_1,FIN50,vj_r2@20:00:00,"Suborn, Bus Station",,,
