trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
VJ2@11:25:00,12:44:00,12:44:00,9990000006,8,,0,0,
VJ2@11:25:00,12:56:00,,9990000001,9,,0,0,
VJ2@11:30:00,,11:30:00,9990000001,1,,0,0,
VJ2@11:30:00,11:33:00,11:33:00,9990000002,2,,0,0,
VJ2@11:30:00,11:37:00,11:37:00,9990000003,3,,0,0,
VJ2@11:30:00,11:50:00,11:50:00,9990000001,4,,0,0,
VJ2@11:30:00,11:59:00,11:59:00,9990000004,5,,0,0,
VJ2@11:30:00,12:18:00,12:18:00,9990000005,6,,0,0,
VJ2@11:30:00,12:30:00,12:30:00,9990000001,7,,0,0,
VJ2@11:30:00,12:49:00,12:49:00,9990000006,8,,0,0,
VJ2@11:30:00,13:01:00,,9990000001,9,,0,0,
VJ2@11:35:00,,11:35:00,9990000001,1,,0,0,
VJ2@11:35:00,11:38:00,11:38:00,9990000002,2,,0,0,
VJ2@11:35:00,11:42:00,11:42:00,9990000003,3,,0,0,
VJ2@11:35:00,11:55:00,11:55:00,9990000001,4,,0,0,
VJ2@11:35:00,12:04:00,12:04:00,9990000004,5,,0,0,
VJ2@11:35:00,12:23:00,12:23:00,9990000005,6,,0,0,
VJ2@11:35:00,12:35:00,12:35:00,9990000001,7,,0,0,
VJ2@11:35:00,12:54:00,12:54:00,9990000006,8,,0,0,
VJ2@11:35:00,13:06:00,,9990000001,9,,0,0,
VJ2@11:40:00,,11:40:00,9990000001,1,,0,0,
VJ2@11:40:00,11:43:00,11:43:00,9990000002,2,,0,0,
VJ2@11:40:00,11:47:00,11:47:00,9990000003,3,,0,0,
VJ2@11:40:00,12:00:00,12:00:00,9990000001,4,,0,0,
VJ2@11:40:00,12:09:00,12:09:00,9990000004,5,,0,0,
VJ2@11:40:00,12:28:00,12:28:00,9990000005,6,,0,0,
VJ2@11:40:00,12:40:00,12:40:00,9990000001,7,,0,0,
VJ2@11:40:00,12:59:00,12:59:00,9990000006,8,,0,0,
VJ2@11:40:00,13:11:00,,9990000001,9,,0,0,
VJ2@11:45:00,,11:45:00,9990000001,1,,0,0,
VJ2@11:45:00,11:48:00,11:48:00,9990000002,2,,0,0,
VJ2@11:45:00,11:52:00,11:52:00,9990000003,3,,0,0,
VJ2@11:45:00,12:05:00,12:05:00,9990000001,4,,0,0,
VJ2@11:45:00,12:14:00,12:14:00,9990000004,5,,0,0,
VJ2@11:45:00,12:33:00,12:33:00,9990000005,6,,0,0,
VJ2@11:45:00,12:45:00,12:45:00,9990000001,7,,0,0,
VJ2@11:45:00,13:04:00,13:04:00,9990000006,8,,0,0,
VJ2@11:45:00,13:16:00,,9990000001,9,,0,0,
VJ2@11:50:00,,11:50:00,9990000001,1,,0,0,
VJ2@11:50:00,11:53:00,11:53:00,9990000002,2,,0,0,
VJ2@11:50:00,11:57:00,11:57:00,9990000003,3,,0,0,
VJ2@11:50:00,12:10:00,12:10:00,9990000001,4,,0,0,
VJ2@11:50:00,12:19:00,12:19:00,9990000004,5,,0,0,
VJ2@11:50:00,12:38:00,12:38:00,9990000005,6,,0,0,
VJ2@11:50:00,12:50:00,12:50:00,9990000001,7,,0,0,
VJ2@11:50:00,13:09:00,13:09:00,9990000006,8,,0,0,
VJ2@11:50:00,13:21:00,,9990000001,9,,0,0,
VJ2@11:55:00,,11:55:00,9990000001,1,,0,0,
VJ2@11:55:00,11:58:00,11:58:00,9990000002,2,,0,0,
VJ2@11:55:00,12:02:00,12:02:00,9990000003,3,,0,0,
VJ2@11:55:00,12:15:00,12:15:00,9990000001,4,,0,0,
VJ2@11:55:00,12:24:00,12:24:00,9990000004,5,,0,0,
VJ2@11:55:00,12:43:00,12:43:00,9990000005,6,,0,0,
VJ2@11:55:00,12:55:00,12:55:00,9990000001,7,,0,0,
VJ2@11:55:00,13:14:00,13:14:00,9990000006,8,,0,0,
VJ2@11:55:00,13:26:00,,9990000001,9,,0,0,
VJ2@12:00:00,,12:00:00,9990000001,1,,0,0,
VJ2@12:00:00,12:03:00,12:03:00,9990000002,2,,0,0,
VJ2@12:00:00,12:07:00,12:07:00,9990000003,3,,0,0,
VJ2@12:00:00,12:20:00,12:20:00,9990000001,4,,0,0,
VJ2@12:00:00,12:29:00,12:29:00,9990000004,5,,0,0,
VJ2@12:00:00,12:48:00,12:48:00,9990000005,6,,0,0,
VJ2@12:00:00,13:00:00,13:00:00,9990000001,7,,0,0,
VJ2@12:00:00,13:19:00,13:19:00,9990000006,8,,0,0,
VJ2@12:00:00,13:31:00,,9990000001,9,,0,0,
VJ3@12:00:00,,12:00:00,9990000001,1,,0,0,
VJ3@12:00:00,12:03:00,12:03:00,9990000002,2,,0,0,
VJ3@12:00:00,12:07:00,12:07:00,9990000003,3,,0,0,
VJ3@12:00:00,12:20:00,12:20:00,9990000001,4,,0,0,
VJ3@12:00:00,12:29:00,12:29:00,9990000004,5,,0,0,
VJ3@12:00:00,12:48:00,12:48:00,9990000005,6,,0,0,
VJ3@12:00:00,13:00:00,13:00:00,9990000001,7,,0,0,
VJ3@12:00:00,13:19:00,13:19:00,9990000006,8,,0,0,
VJ3@12:00:00,13:31:00,,9990000001,9,,0,0,
VJ3@12:07:00,,12:07:00,9990000001,1,,0,0,
VJ3@12:07:00,12:10:00,12:10:00,9990000002,2,,0,0,
VJ3@12:07:00,12:14:00,12:14:00,9990000003,3,,0,0,
VJ3@12:07:00,12:27:00,12:27:00,9990000001,4,,0,0,
VJ3@12:07:00,12:36:00,12:36:00,9990000004,5,,0,0,
VJ3@12:07:00,12:55:00,12:55:00,9990000005,6,,0,0,
VJ3@12:07:00,13:07:00,13:07:00,9990000001,7,,0,0,
VJ3@12:07:00,13:26:00,13:26:00,9990000006,8,,0,0,
VJ3@12:07:00,13:38:00,,9990000001,9,,0,0,
VJ3@12:14:00,,12:14:00,9990000001,1,,0,0,
VJ3@12:14:00,12:17:00,12:17:00,9990000002,2,,0,0,
VJ3@12:14:00,12:21:00,12:21:00,9990000003,3,,0,0,
VJ3@12:14:00,12:34:00,12:34:00,9990000001,4,,0,0,
VJ3@12:14:00,12:43:00,12:43:00,9990000004,5,,0,0,
VJ3@12:14:00,13:02:00,13:02:00,9990000005,6,,0,0,
VJ3@12:14:00,13:14:00,13:14:00,9990000001,7,,0,0,
VJ3@12:14:00,13:33:00,13:33:00,9990000006,8,,0,0,
VJ3@12:14:00,13:45:00,,9990000001,9,,0,0,
VJ3@12:21:00,,12:21:00,9990000001,1,,0,0,
VJ3@12:21:00,12:24:00,12:24:00,9990000002,2,,0,0,
VJ3@12:21:00,12:28:00,12:28:00,9990000003,3,,0,0,
VJ3@12:21:00,12:41:00,12:41:00,9990000001,4,,0,0,
VJ3@12:21:00,12:50:00,12:50:00,9990000004,5,,0,0,
VJ3@12:21:00,13:09:00,13:09:00,9990000005,6,,0,0,
VJ3@12:21:00,13:21:00,13:21:00,9990000001,7,,0,0,
VJ3@12:21:00,13:40:00,13:40:00,9990000006,8,,0,0,
VJ3@12:21:00,13:52:00,,9990000001,9,,0,0,
VJ3@12:28:00,,12:28:00,9990000001,1,,0,0,
VJ3@12:28:00,12:31:00,12:31:00,9990000002,2,,0,0,
VJ3@12:28:00,12:35:00,12:35:00,9990000003,3,,0,0,
VJ3@12:28:00,12:48:00,12:48:00,9990000001,4,,0,0,
VJ3@12:28:00,12:57:00,12:57:00,9990000004,5,,0,0,
VJ3@12:28:00,13:16:00,13:16:00,9990000005,6,,0,0,
VJ3@12:28:00,13:28:00,13:28:00,9990000001,7,,0,0,
VJ3@12:28:00,13:47:00,13:47:00,9990000006,8,,0,0,
VJ3@12:28:00,13:59:00,,9990000001,9,,0,0,
VJ3@12:35:00,,12:35:00,9990000001,1,,0,0,
VJ3@12:35:00,12:38:00,12:38:00,9990000002,2,,0,0,
VJ3@12:35:00,12:42:00,12:42:00,9990000003,3,,0,0,
VJ3@12:35:00,12:55:00,12:55:00,9990000001,4,,0,0,
VJ3@12:35:00,13:04:00,13:04:00,9990000004,5,,0,0,
VJ3@12:35:00,13:23:00,13:23:00,9990000005,6,,0,0,
VJ3@12:35:00,13:35:00,13:35:00,9990000001,7,,0,0,
VJ3@12:35:00,13:54:00,13:54:00,9990000006,8,,0,0,
VJ3@12:35:00,14:06:00,,9990000001,9,,0,0,
VJ3@12:42:00,,12:42:00,9990000001,1,,0,0,
VJ3@12:42:00,12:45:00,12:45:00,9990000002,2,,0,0,
VJ3@12:42:00,12:49:00,12:49:00,9990000003,3,,0,0,
VJ3@12:42:00,13:02:00,13:02:00,9990000001,4,,0,0,
VJ3@12:42:00,13:11:00,13:11:00,9990000004,5,,0,0,
VJ3@12:42:00,13:30:00,13:30:00,9990000005,6,,0,0,
VJ3@12:42:00,13:42:00,13:42:00,9990000001,7,,0,0,
VJ3@12:42:00,14:01:00,14:01:00,9990000006,8,,0,0,
VJ3@12:42:00,14:13:00,,9990000001,9,,0,0,
VJ3@12:49:00,,12:49:00,9990000001,1,,0,0,
VJ3@12:49:00,12:52:00,12:52:00,9990000002,2,,0,0,
VJ3@12:49:00,12:56:00,12:56:00,9990000003,3,,0,0,
VJ3@12:49:00,13:09:00,13:09:00,9990000001,4,,0,0,
VJ3@12:49:00,13:18:00,13:18:00,9990000004,5,,0,0,
VJ3@12:49:00,13:37:00,13:37:00,9990000005,6,,0,0,
VJ3@12:49:00,13:49:00,13:49:00,9990000001,7,,0,0,
VJ3@12:49:00,14:08:00,14:08:00,9990000006,8,,0,0,
VJ3@12:49:00,14:20:00,,9990000001,9,,0,0,
VJ3@12:56:00,,12:56:00,9990000001,1,,0,0,
VJ3@12:56:00,12:59:00,12:59:00,9990000002,2,,0,0,
VJ3@12:56:00,13:03:00,13:03:00,9990000003,3,,0,0,
VJ3@12:56:00,13:16:00,13:16:00,9990000001,4,,0,0,
VJ3@12:56:00,13:25:00,13:25:00,9990000004,5,,0,0,
VJ3@12:56:00,13:44:00,13:44:00,9990000005,6,,0,0,
VJ3@12:56:00,13:56:00,13:56:00,9990000001,7,,0,0,
VJ3@12:56:00,14:15:00,14:15:00,9990000006,8,,0,0,
VJ3@12:56:00,14:27:00,,9990000001,9,,0,0,
VJ4@13:00:00,,13:00:00,9990000001,1,,0,0,
VJ4@13:00:00,13:03:00,13:03:00,9990000002,2,,0,0,
VJ4@13:00:00,13:07:00,13:07:00,9990000003,3,,0,0,
VJ4@13:00:00,13:20:00,13:20:00,9990000001,4,,0,0,
VJ4@13:00:00,13:39:00,13:39:00,9990000006,5,,0,0,
VJ4@13:00:00,13:51:00,,9990000001,6,,0,0,
VJ4@13:08:00,,13:08:00,9990000001,1,,0,0,
VJ4@13:08:00,13:11:00,13:11:00,9990000002,2,,0,0,
VJ4@13:08:00,13:15:00,13:15:00,9990000003,3,,0,0,
VJ4@13:08:00,13:28:00,13:28:00,9990000001,4,,0,0,
VJ4@13:08:00,13:47:00,13:47:00,9990000006,5,,0,0,
VJ4@13:08:00,13:59:00,,9990000001,6,,0,0,
VJ4@13:16:00,,13:16:00,9990000001,1,,0,0,
VJ4@13:16:00,13:19:00,13:19:00,9990000002,2,,0,0,
VJ4@13:16:00,13:23:00,13:23:00,9990000003,3,,0,0,
VJ4@13:16:00,13:36:00,13:36:00,9990000001,4,,0,0,
VJ4@13:16:00,13:55:00,13:55:00,9990000006,5,,0,0,
VJ4@13:16:00,14:07:00,,9990000001,6,,0,0,
VJ4@13:24:00,,13:24:00,9990000001,1,,0,0,
VJ4@13:24:00,13:27:00,13:27:00,9990000002,2,,0,0,
VJ4@13:24:00,13:31:00,13:31:00,9990000003,3,,0,0,
VJ4@13:24:00,13:44:00,13:44:00,9990000001,4,,0,0,
VJ4@13:24:00,14:03:00,14:03:00,9990000006,5,,0,0,
VJ4@13:24:00,14:15:00,,9990000001,6,,0,0,
VJ4@13:32:00,,13:32:00,9990000001,1,,0,0,
VJ4@13:32:00,13:35:00,13:35:00,9990000002,2,,0,0,
VJ4@13:32:00,13:39:00,13:39:00,9990000003,3,,0,0,
VJ4@13:32:00,13:52:00,13:52:00,9990000001,4,,0,0,
VJ4@13:32:00,14:11:00,14:11:00,9990000006,5,,0,0,
VJ4@13:32:00,14:23:00,,9990000001,6,,0,0,
VJ4@13:40:00,,13:40:00,9990000001,1,,0,0,
VJ4@13:40:00,13:43:00,13:43:00,9990000002,2,,0,0,
VJ4@13:40:00,13:47:00,13:47:00,9990000003,3,,0,0,
VJ4@13:40:00,14:00:00,14:00:00,9990000001,4,,0,0,
VJ4@13:40:00,14:19:00,14:19:00,9990000006,5,,0,0,
VJ4@13:40:00,14:31:00,,9990000001,6,,0,0,
VJ4@13:48:00,,13:48:00,9990000001,1,,0,0,
VJ4@13:48:00,13:51:00,13:51:00,9990000002,2,,0,0,
VJ4@13:48:00,13:55:00,13:55:00,9990000003,3,,0,0,
VJ4@13:48:00,14:08:00,14:08:00,9990000001,4,,0,0,
VJ4@13:48:00,14:27:00,14:27:00,9990000006,5,,0,0,
VJ4@13:48:00,14:39:00,,9990000001,6,,0,0,
VJ4@13:56:00,,13:56:00,9990000001,1,,0,0,
VJ4@13:56:00,13:59:00,13:59:00,9990000002,2,,0,0,
VJ4@13:56:00,14:03:00,14:03:00,9990000003,3,,0,0,
VJ4@13:56:00,14:16:00,14:16:00,9990000001,4,,0,0,
VJ4@13:56:00,14:35:00,14:35:00,9990000006,5,,0,0,
VJ4@13:56:00,14:47:00,,9990000001,6,,0,0,
VJ5@14:00:00,,14:00:00,9990000001,1,,0,0,
VJ5@14:00:00,14:03:00,14:03:00,9990000002,2,,0,0,
VJ5@14:00:00,14:07:00,14:07:00,9990000003,3,,0,0,
VJ5@14:00:00,14:20:00,14:20:00,9990000001,4,,0,0,
VJ5@14:00:00,14:39:00,14:39:00,9990000006,5,,0,0,
VJ5@14:00:00,14:51:00,,9990000001,6,,0,0,
VJ5@14:06:00,,14:06:00,9990000001,1,,0,0,
VJ5@14:06:00,14:09:00,14:09:00,9990000002,2,,0,0,
VJ5@14:06:00,14:13:00,14:13:00,9990000003,3,,0,0,
VJ5@14:06:00,14:26:00,14:26:00,9990000001,4,,0,0,
VJ5@14:06:00,14:45:00,14:45:00,9990000006,5,,0,0,
VJ5@14:06:00,14:57:00,,9990000001,6,,0,0,
VJ5@14:12:00,,14:12:00,9990000001,1,,0,0,
VJ5@14:12:00,14:15:00,14:15:00,9990000002,2,,0,0,
VJ5@14:12:00,14:19:00,14:19:00,9990000003,3,,0,0,
VJ5@14:12:00,14:32:00,14:32:00,9990000001,4,,0,0,
VJ5@14:12:00,14:51:00,14:51:00,9990000006,5,,0,0,
VJ5@14:12:00,15:03:00,,9990000001,6,,0,0,
VJ5@14:18:00,,14:18:00,9990000001,1,,0,0,
VJ5@14:18:00,14:21:00,14:21:00,9990000002,2,,0,0,
VJ5@14:18:00,14:25:00,14:25:00,9990000003,3,,0,0,
VJ5@14:18:00,14:38:00,14:38:00,9990000001,4,,0,0,
VJ5@14:18:00,14:57:00,14:57:00,9990000006,5,,0,0,
VJ5@14:18:00,15:09:00,,9990000001,6,,0,0,
VJ5@14:24:00,,14:24:00,9990000001,1,,0,0,
VJ5@14:24:00,14:27:00,14:27:00,9990000002,2,,0,0,
VJ5@14:24:00,14:31:00,14:31:00,9990000003,3,,0,0,
VJ5@14:24:00,14:44:00,14:44:00,9990000001,4,,0,0,
VJ5@14:24:00,15:03:00,15:03:00,9990000006,5,,0,0,
VJ5@14:24:00,15:15:00,,9990000001,6,,0,0,
VJ5@14:30:00,,14:30:00,9990000001,1,,0,0,
VJ5@14:30:00,14:33:00,14:33:00,9990000002,2,,0,0,
VJ5@14:30:00,14:37:00,14:37:00,9990000003,3,,0,0,
VJ5@14:30:00,14:50:00,14:50:00,9990000001,4,,0,0,
VJ5@14:30:00,15:09:00,15:09:00,9990000006,5,,0,0,
VJ5@14:30:00,15:21:00,,9990000001,6,,0,0,
VJ5@14:36:00,,14:36:00,9990000001,1,,0,0,
VJ5@14:36:00,14:39:00,14:39:00,9990000002,2,,0,0,
VJ5@14:36:00,14:43:00,14:43:00,9990000003,3,,0,0,
VJ5@14:36:00,14:56:00,14:56:00,9990000001,4,,0,0,
VJ5@14:36:00,15:15:00,15:15:00,9990000006,5,,0,0,
VJ5@14:36:00,15:27:00,,9990000001,6,,0,0,
VJ5@14:42:00,,14:42:00,9990000001,1,,0,0,
VJ5@14:42:00,14:45:00,14:45:00,9990000002,2,,0,0,
VJ5@14:42:00,14:49:00,14:49:00,9990000003,3,,0,0,
VJ5@14:42:00,15:02:00,15:02:00,9990000001,4,,0,0,
VJ5@14:42:00,15:21:00,15:21:00,9990000006,5,,0,0,
VJ5@14:42:00,15:33:00,,9990000001,6,,0,0,
VJ5@14:48:00,,14:48:00,9990000001,1,,0,0,
VJ5@14:48:00,14:51:00,14:51:00,9990000002,2,,0,0,
VJ5@14:48:00,14:55:00,14:55:00,9990000003,3,,0,0,
VJ5@14:48:00,15:08:00,15:08:00,9990000001,4,,0,0,
VJ5@14:48:00,15:27:00,15:27:00,9990000006,5,,0,0,
VJ5@14:48:00,15:39:00,,9990000001,6,,0,0,
VJ5@14:54:00,,14:54:00,9990000001,1,,0,0,
VJ5@14:54:00,14:57:00,14:57:00,9990000002,2,,0,0,
VJ5@14:54:00,15:01:00,15:01:00,9990000003,3,,0,0,
VJ5@14:54:00,15:14:00,15:14:00,9990000001,4,,0,0,
VJ5@14:54:00,15:33:00,15:33:00,9990000006,5,,0,0,
VJ5@14:54:00,15:45:00,,9990000001,6,,0,0,
VJ5@15:00:00,,15:00:00,9990000001,1,,0,0,
VJ5@15:00:00,15:03:00,15:03:00,9990000002,2,,0,0,
VJ5@15:00:00,15:07:00,15:07:00,9990000003,3,,0,0,
VJ5@15:00:00,15:20:00,15:20:00,9990000001,4,,0,0,
VJ5@15:00:00,15:39:00,15:39:00,9990000006,5,,0,0,
VJ5@15:00:00,15:51:00,,9990000001,6,,0,0,
VJ6@15:00:00,,15:00:00,9990000001,1,,0,0,
VJ6@15:00:00,15:03:00,15:03:00,9990000002,2,,0,0,
VJ6@15:00:00,15:07:00,15:07:00,9990000003,3,,0,0,
VJ6@15:00:00,15:20:00,,9990000001,4,,0,0,
