trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
vj_1@10:20:00,,10:20:00,0600000001,1,0,0
vj_1@10:20:00,10:40:00,10:40:00,0600000002,2,0,0
vj_1@10:20:00,11:00:00,11:00:00,0600000003,3,0,0
vj_1@10:20:00,11:10:00,11:10:00,0600000004,4,0,0
vj_1@10:20:00,11:20:00,,0600000005,5,0,0
vj_1@10:40:00,,10:40:00,0600000001,1,0,0
vj_1@10:40:00,11:00:00,11:00:00,0600000002,2,0,0
vj_1@10:40:00,11:20:00,11:20:00,0600000003,3,0,0
vj_1@10:40:00,11:30:00,11:30:00,0600000004,4,0,0
vj_1@10:40:00,11:40:00,,0600000005,5,0,0
vj_1@11:00:00,,11:00:00,0600000001,1,0,0
vj_1@11:00:00,11:20:00,11:20:00,0600000002,2,0,0
vj_1@11:00:00,11:40:00,11:40:00,0600000003,3,0,0
vj_1@11:00:00,11:50:00,11:50:00,0600000004,4,0,0
vj_1@11:00:00,12:00:00,,0600000005,5,0,0
vj_1@11:20:00,,11:20:00,0600000001,1,0,0
vj_1@11:20:00,11:40:00,11:40:00,0600000002,2,0,0
vj_1@11:20:00,12:00:00,12:00:00,0600000003,3,0,0
vj_1@11:20:00,12:10:00,12:10:00,0600000004,4,0,0
vj_1@11:20:00,12:20:00,,0600000005,5,0,0
vj_1@11:40:00,,11:40:00,0600000001,1,0,0
vj_1@11:40:00,12:00:00,12:00:00,0600000002,2,0,0
vj_1@11:40:00,12:20:00,12:20:00,0600000003,3,0,0
vj_1@11:40:00,12:30:00,12:30:00,0600000004,4,0,0
vj_1@11:40:00,12:40:00,,0600000005,5,0,0
vj_1@12:00:00,,12:00:00,0600000001,1,0,0
vj_1@12:00:00,12:20:00,12:20:00,0600000002,2,0,0
vj_1@12:00:00,12:40:00,12:40:00,0600000003,3,0,0
vj_1@12:00:00,12:50:00,12:50:00,0600000004,4,0,0
vj_1@12:00:00,13:00:00,,0600000005,5,0,0
vj_1@12:20:00,,12:20:00,0600000001,1,0,0
vj_1@12:20:00,12:40:00,12:40:00,0600000002,2,0,0
vj_1@12:20:00,13:00:00,13:00:00,0600000003,3,0,0
vj_1@12:20:00,13:10:00,13:10:00,0600000004,4,0,0
vj_1@12:20:00,13:20:00,,0600000005,5,0,0
vj_1@12:40:00,,12:40:00,0600000001,1,0,0
vj_1@12:40:00,13:00:00,13:00:00,0600000002,2,0,0
vj_1@12:40:00,13:20:00,13:20:00,0600000003,3,0,0
vj_1@12:40:00,13:30:00,13:30:00,0600000004,4,0,0
vj_1@12:40:00,13:40:00,,0600000005,5,0,0
vj_1@13:00:00,,13:00:00,0600000001,1,0,0
vj_1@13:00:00,13:20:00,13:20:00,0600000002,2,0,0
vj_1@13:00:00,13:40:00,13:40:00,0600000003,3,0,0
vj_1@13:00:00,13:50:00,13:50:00,0600000004,4,0,0
vj_1@13:00:00,14:00:00,,0600000005,5,0,0
vj_1@13:20:00,,13:20:00,0600000001,1,0,0
vj_1@13:20:00,13:40:00,13:40:00,0600000002,2,0,0
vj_1@13:20:00,14:00:00,14:00:00,0600000003,3,0,0
vj_1@13:20:00,14:10:00,14:10:00,0600000004,4,0,0
vj_1@13:20:00,14:20:00,,0600000005,5,0,0
vj_1@13:40:00,,13:40:00,0600000001,1,0,0
vj_1@13:40:00,14:00:00,14:00:00,0600000002,2,0,0
vj_1@13:40:00,14:20:00,14:20:00,0600000003,3,0,0
vj_1@13:40:00,14:30:00,14:30:00,0600000004,4,0,0
vj_1@13:40:00,14:40:00,,0600000005,5,0,0
vj_1@14:00:00,,14:00:00,0600000001,1,0,0
vj_1@14:00:00,14:20:00,14:20:00,0600000002,2,0,0
vj_1@14:00:00,14:40:00,14:40:00,0600000003,3,0,0
vj_1@14:00:00,14:50:00,14:50:00,0600000004,4,0,0
vj_1@14:00:00,15:00:00,,0600000005,5,0,0
vj_1@14:20:00,,14:20:00,0600000001,1,0,0
vj_1@14:20:00,14:40:00,14:40:00,0600000002,2,0,0
vj_1@14:20:00,15:00:00,15:00:00,0600000003,3,0,0
vj_1@14:20:00,15:10:00,15:10:00,0600000004,4,0,0
vj_1@14:20:00,15:20:00,,0600000005,5,0,0
vj_1@14:40:00,,14:40:00,0600000001,1,0,0
vj_1@14:40:00,15:00:00,15:00:00,0600000002,2,0,0
vj_1@14:40:00,15:20:00,15:20:00,0600000003,3,0,0
vj_1@14:40:00,15:30:00,15:30:00,0600000004,4,0,0
vj_1@14:40:00,15:40:00,,0600000005,5,0,0
vj_1@15:00:00,,15:00:00,0600000001,1,0,0
vj_1@15:00:00,15:20:00,15:20:00,0600000002,2,0,0
vj_1@15:00:00,15:40:00,15:40:00,0600000003,3,0,0
vj_1@15:00:00,15:50:00,15:50:00,0600000004,4,0,0
vj_1@15:00:00,16:00:00,,0600000005,5,0,0
vj_1@15:20:00,,15:20:00,0600000001,1,0,0
vj_1@15:20:00,15:40:00,15:40:00,0600000002,2,0,0
vj_1@15:20:00,16:00:00,16:00:00,0600000003,3,0,0
vj_1@15:20:00,16:10:00,16:10:00,0600000004,4,0,0
vj_1@15:20:00,16:20:00,,0600000005,5,0,0
vj_1@15:40:00,,15:40:00,0600000001,1,0,0
vj_1@15:40:00,16:00:00,16:00:00,0600000002,2,0,0
vj_1@15:40:00,16:20:00,16:20:00,0600000003,3,0,0
vj_1@15:40:00,16:30:00,16:30:00,0600000004,4,0,0
vj_1@15:40:00,16:40:00,,0600000005,5,0,0
vj_1@16:00:00,,16:00:00,0600000001,1,0,0
vj_1@16:00:00,16:20:00,16:20:00,0600000002,2,0,0
vj_1@16:00:00,16:40:00,16:40:00,0600000003,3,0,0
vj_1@16:00:00,16:50:00,16:50:00,0600000004,4,0,0
vj_1@16:00:00,17:00:00,,0600000005,5,0,0
vj_1@16:20:00,,16:20:00,0600000001,1,0,0
vj_1@16:20:00,16:40:00,16:40:00,0600000002,2,0,0
vj_1@16:20:00,17:00:00,17:00:00,0600000003,3,0,0
vj_1@16:20:00,17:10:00,17:10:00,0600000004,4,0,0
vj_1@16:20:00,17:20:00,,0600000005,5,0,0
vj_1@16:40:00,,16:40:00,0600000001,1,0,0
vj_1@16:40:00,17:00:00,17:00:00,0600000002,2,0,0
vj_1@16:40:00,17:20:00,17:20:00,0600000003,3,0,0
vj_1@16:40:00,17:30:00,17:30:00,0600000004,4,0,0
vj_1@16:40:00,17:40:00,,0600000005,5,0,0
vj_1@17:00:00,,17:00:00,0600000001,1,0,0
vj_1@17:00:00,17:20:00,17:20:00,0600000002,2,0,0
vj_1@17:00:00,17:40:00,17:40:00,0600000003,3,0,0
vj_1@17:00:00,17:50:00,17:50:00,0600000004,4,0,0
vj_1@17:00:00,18:00:00,,0600000005,5,0,0
vj_1@17:20:00,,17:20:00,0600000001,1,0,0
vj_1@17:20:00,17:40:00,17:40:00,0600000002,2,0,0
vj_1@17:20:00,18:00:00,18:00:00,0600000003,3,0,0
vj_1@17:20:00,18:10:00,18:10:00,0600000004,4,0,0
vj_1@17:20:00,18:20:00,,0600000005,5,0,0
vj_1@17:40:00,,17:40:00,0600000001,1,0,0
vj_1@17:40:00,18:00:00,18:00:00,0600000002,2,0,0
vj_1@17:40:00,18:20:00,18:20:00,0600000003,3,0,0
vj_1@17:40:00,18:30:00,18:30:00,0600000004,4,0,0
vj_1@17:40:00,18:40:00,,0600000005,5,0,0
vj_1@18:00:00,,18:00:00,0600000001,1,0,0
vj_1@18:00:00,18:20:00,18:20:00,0600000002,2,0,0
vj_1@18:00:00,18:40:00,18:40:00,0600000003,3,0,0
vj_1@18:00:00,18:50:00,18:50:00,0600000004,4,0,0
vj_1@18:00:00,19:00:00,,0600000005,5,0,0
vj_1@18:20:00,,18:20:00,0600000001,1,0,0
vj_1@18:20:00,18:40:00,18:40:00,0600000002,2,0,0
vj_1@18:20:00,19:00:00,19:00:00,0600000003,3,0,0
vj_1@18:20:00,19:10:00,19:10:00,0600000004,4,0,0
vj_1@18:20:00,19:20:00,,0600000005,5,0,0
vj_2@19:00:00,,19:00:00,0600000001,1,0,0
vj_2@19:00:00,19:20:00,19:20:00,0600000002,2,0,0
vj_2@19:00:00,19:40:00,19:40:00,0600000003,3,0,0
vj_2@19:00:00,19:50:00,19:50:00,0600000004,4,0,0
vj_2@19:00:00,20:00:00,,0600000005,5,0,0
vj_r1@07:30:00,,07:30:00,0600000005,1,0,0
vj_r1@07:30:00,07:40:00,07:40:00,0600000004,2,0,0
vj_r1@07:30:00,07:50:00,07:50:00,0600000003,3,0,0
vj_r1@07:30:00,08:10:00,08:10:00,0600000002,4,0,0
vj_r1@07:30:00,08:30:00,,0600000001,5,0,0
vj_r1@07:50:00,,07:50:00,0600000005,1,0,0
vj_r1@07:50:00,08:00:00,08:00:00,0600000004,2,0,0
vj_r1@07:50:00,08:10:00,08:10:00,0600000003,3,0,0
vj_r1@07:50:00,08:30:00,08:30:00,0600000002,4,0,0
vj_r1@07:50:00,08:50:00,,0600000001,5,0,0
vj_r1@08:10:00,,08:10:00,0600000005,1,0,0
vj_r1@08:10:00,08:20:00,08:20:00,0600000004,2,0,0
vj_r1@08:10:00,08:30:00,08:30:00,0600000003,3,0,0
vj_r1@08:10:00,08:50:00,08:50:00,0600000002,4,0,0
vj_r1@08:10:00,09:10:00,,0600000001,5,0,0
vj_r1@08:30:00,,08:30:00,0600000005,1,0,0
vj_r1@08:30:00,08:40:00,08:40:00,0600000004,2,0,0
vj_r1@08:30:00,08:50:00,08:50:00,0600000003,3,0,0
vj_r1@08:30:00,09:10:00,09:10:00,0600000002,4,0,0
vj_r1@08:30:00,09:30:00,,0600000001,5,0,0
vj_r1@08:50:00,,08:50:00,0600000005,1,0,0
vj_r1@08:50:00,09:00:00,09:00:00,0600000004,2,0,0
vj_r1@08:50:00,09:10:00,09:10:00,0600000003,3,0,0
vj_r1@08:50:00,09:30:00,09:30:00,0600000002,4,0,0
vj_r1@08:50:00,09:50:00,,0600000001,5,0,0
vj_r1@09:10:00,,09:10:00,0600000005,1,0,0
vj_r1@09:10:00,09:20:00,09:20:00,0600000004,2,0,0
vj_r1@09:10:00,09:30:00,09:30:00,0600000003,3,0,0
vj_r1@09:10:00,09:50:00,09:50:00,0600000002,4,0,0
vj_r1@09:10:00,10:10:00,,0600000001,5,0,0
vj_r1@09:30:00,,09:30:00,0600000005,1,0,0
vj_r1@09:30:00,09:40:00,09:40:00,0600000004,2,0,0
vj_r1@09:30:00,09:50:00,09:50:00,0600000003,3,0,0
vj_r1@09:30:00,10:10:00,10:10:00,0600000002,4,0,0
vj_r1@09:30:00,10:30:00,,0600000001,5,0,0
vj_r1@09:50:00,,09:50:00,0600000005,1,0,0
vj_r1@09:50:00,10:00:00,10:00:00,0600000004,2,0,0
vj_r1@09:50:00,10:10:00,10:10:00,0600000003,3,0,0
vj_r1@09:50:00,10:30:00,10:30:00,0600000002,4,0,0
vj_r1@09:50:00,10:50:00,,0600000001,5,0,0
vj_r1@10:10:00,,10:10:00,0600000005,1,0,0
vj_r1@10:10:00,10:20:00,10:20:00,0600000004,2,0,0
vj_r1@10:10:00,10:30:00,10:30:00,0600000003,3,0,0
vj_r1@10:10:00,10:50:00,10:50:00,0600000002,4,0,0
vj_r1@10:10:00,11:10:00,,0600000001,5,0,0
vj_r1@10:30:00,,10:30:00,0600000005,1,0,0
vj_r1@10:30:00,10:40:00,10:40:00,0600000004,2,0,0
vj_r1@10:30:00,10:50:00,10:50:00,0600000003,3,0,0
vj_r1@10:30:00,11:10:00,11:10:00,0600000002,4,0,0
vj_r1@10:30:00,11:30:00,,0600000001,5,0,0
vj_r1@10:50:00,,10:50:00,0600000005,1,0,0
vj_r1@10:50:00,11:00:00,11:00:00,0600000004,2,0,0
vj_r1@10:50:00,11:10:00,11:10:00,0600000003,3,0,0
vj_r1@10:50:00,11:30:00,11:30:00,0600000002,4,0,0
vj_r1@10:50:00,11:50:00,,0600000001,5,0,0
vj_r1@11:10:00,,11:10:00,0600000005,1,0,0
vj_r1@11:10:00,11:20:00,11:20:00,0600000004,2,0,0
vj_r1@11:10:00,11:30:00,11:30:00,0600000003,3,0,0
vj_r1@11:10:00,11:50:00,11:50:00,0600000002,4,0,0
vj_r1@11:10:00,12:10:00,,0600000001,5,0,0
vj_r1@11:30:00,,11:30:00,0600000005,1,0,0
vj_r1@11:30:00,11:40:00,11:40:00,0600000004,2,0,0
vj_r1@11:30:00,11:50:00,11:50:00,0600000003,3,0,0
vj_r1@11:30:00,12:10:00,12:10:00,0600000002,4,0,0
vj_r1@11:30:00,12:30:00,,0600000001,5,0,0
vj_r1@11:50:00,,11:50:00,0600000005,1,0,0
vj_r1@11:50:00,12:00:00,12:00:00,0600000004,2,0,0
vj_r1@11:50:00,12:10:00,12:10:00,0600000003,3,0,0
vj_r1@11:50:00,12:30:00,12:30:00,0600000002,4,0,0
vj_r1@11:50:00,12:50:00,,0600000001,5,0,0
vj_r1@12:10:00,,12:10:00,0600000005,1,0,0
vj_r1@12:10:00,12:20:00,12:20:00,0600000004,2,0,0
vj_r1@12:10:00,12:30:00,12:30:00,0600000003,3,0,0
vj_r1@12:10:00,12:50:00,12:50:00,0600000002,4,0,0
vj_r1@12:10:00,13:10:00,,0600000001,5,0,0
vj_r1@12:30:00,,12:30:00,0600000005,1,0,0
vj_r1@12:30:00,12:40:00,12:40:00,0600000004,2,0,0
vj_r1@12:30:00,12:50:00,12:50:00,0600000003,3,0,0
vj_r1@12:30:00,13:10:00,13:10:00,0600000002,4,0,0
vj_r1@12:30:00,13:30:00,,0600000001,5,0,0
vj_r1@12:50:00,,12:50:00,0600000005,1,0,0
vj_r1@12:50:00,13:00:00,13:00:00,0600000004,2,0,0
vj_r1@12:50:00,13:10:00,13:10:00,0600000003,3,0,0
vj_r1@12:50:00,13:30:00,13:30:00,0600000002,4,0,0
vj_r1@12:50:00,13:50:00,,0600000001,5,0,0
vj_r1@13:10:00,,13:10:00,0600000005,1,0,0
vj_r1@13:10:00,13:20:00,13:20:00,0600000004,2,0,0
vj_r1@13:10:00,13:30:00,13:30:00,0600000003,3,0,0
vj_r1@13:10:00,13:50:00,13:50:00,0600000002,4,0,0
vj_r1@13:10:00,14:10:00,,0600000001,5,0,0
vj_r1@13:30:00,,13:30:00,0600000005,1,0,0
vj_r1@13:30:00,13:40:00,13:40:00,0600000004,2,0,0
vj_r1@13:30:00,13:50:00,13:50:00,0600000003,3,0,0
vj_r1@13:30:00,14:10:00,14:10:00,0600000002,4,0,0
vj_r1@13:30:00,14:30:00,,0600000001,5,0,0
vj_r1@13:50:00,,13:50:00,0600000005,1,0,0
vj_r1@13:50:00,14:00:00,14:00:00,0600000004,2,0,0
vj_r1@13:50:00,14:10:00,14:10:00,0600000003,3,0,0
vj_r1@13:50:00,14:30:00,14:30:00,0600000002,4,0,0
vj_r1@13:50:00,14:50:00,,0600000001,5,0,0
vj_r1@14:10:00,,14:10:00,0600000005,1,0,0
vj_r1@14:10:00,14:20:00,14:20:00,0600000004,2,0,0
vj_r1@14:10:00,14:30:00,14:30:00,0600000003,3,0,0
vj_r1@14:10:00,14:50:00,14:50:00,0600000002,4,0,0
vj_r1@14:10:00,15:10:00,,0600000001,5,0,0
vj_r1@14:30:00,,14:30:00,0600000005,1,0,0
vj_r1@14:30:00,14:40:00,14:40:00,0600000004,2,0,0
vj_r1@14:30:00,14:50:00,14:50:00,0600000003,3,0,0
vj_r1@14:30:00,15:10:00,15:10:00,0600000002,4,0,0
vj_r1@14:30:00,15:30:00,,0600000001,5,0,0
vj_r1@14:50:00,,14:50:00,0600000005,1,0,0
vj_r1@14:50:00,15:00:00,15:00:00,0600000004,2,0,0
vj_r1@14:50:00,15:10:00,15:10:00,0600000003,3,0,0
vj_r1@14:50:00,15:30:00,15:30:00,0600000002,4,0,0
vj_r1@14:50:00,15:50:00,,0600000001,5,0,0
vj_r1@15:10:00,,15:10:00,0600000005,1,0,0
vj_r1@15:10:00,15:20:00,15:20:00,0600000004,2,0,0
vj_r1@15:10:00,15:30:00,15:30:00,0600000003,3,0,0
vj_r1@15:10:00,15:50:00,15:50:00,0600000002,4,0,0
vj_r1@15:10:00,16:10:00,,0600000001,5,0,0
vj_r1@15:30:00,,15:30:00,0600000005,1,0,0
vj_r1@15:30:00,15:40:00,15:40:00,0600000004,2,0,0
vj_r1@15:30:00,15:50:00,15:50:00,0600000003,3,0,0
vj_r1@15:30:00,16:10:00,16:10:00,0600000002,4,0,0
vj_r1@15:30:00,16:30:00,,0600000001,5,0,0
vj_r1@15:50:00,,15:50:00,0600000005,1,0,0
vj_r1@15:50:00,16:00:00,16:00:00,0600000004,2,0,0
vj_r1@15:50:00,16:10:00,16:10:00,0600000003,3,0,0
vj_r1@15:50:00,16:30:00,16:30:00,0600000002,4,0,0
vj_r1@15:50:00,16:50:00,,0600000001,5,0,0
vj_r1@16:10:00,,16:10:00,0600000005,1,0,0
vj_r1@16:10:00,16:20:00,16:20:00,0600000004,2,0,0
vj_r1@16:10:00,16:30:00,16:30:00,0600000003,3,0,0
vj_r1@16:10:00,16:50:00,16:50:00,0600000002,4,0,0
vj_r1@16:10:00,17:10:00,,0600000001,5,0,0
vj_r1@16:30:00,,16:30:00,0600000005,1,0,0
vj_r1@16:30:00,16:40:00,16:40:00,0600000004,2,0,0
vj_r1@16:30:00,16:50:00,16:50:00,0600000003,3,0,0
vj_r1@16:30:00,17:10:00,17:10:00,0600000002,4,0,0
vj_r1@16:30:00,17:30:00,,0600000001,5,0,0
vj_r1@16:50:00,,16:50:00,0600000005,1,0,0
vj_r1@16:50:00,17:00:00,17:00:00,0600000004,2,0,0
vj_r1@16:50:00,17:10:00,17:10:00,0600000003,3,0,0
vj_r1@16:50:00,17:30:00,17:30:00,0600000002,4,0,0
vj_r1@16:50:00,17:50:00,,0600000001,5,0,0
vj_r1@17:10:00,,17:10:00,0600000005,1,0,0
vj_r1@17:10:00,17:20:00,17:20:00,0600000004,2,0,0
vj_r1@17:10:00,17:30:00,17:30:00,0600000003,3,0,0
vj_r1@17:10:00,17:50:00,17:50:00,0600000002,4,0,0
vj_r1@17:10:00,18:10:00,,0600000001,5,0,0
vj_r1@17:30:00,,17:30:00,0600000005,1,0,0
vj_r1@17:30:00,17:40:00,17:40:00,0600000004,2,0,0
vj_r1@17:30:00,17:50:00,17:50:00,0600000003,3,0,0
vj_r1@17:30:00,18:10:00,18:10:00,0600000002,4,0,0
vj_r1@17:30:00,18:30:00,,0600000001,5,0,0
vj_r1@17:50:00,,17:50:00,0600000005,1,0,0
vj_r1@17:50:00,18:00:00,18:00:00,0600000004,2,0,0
vj_r1@17:50:00,18:10:00,18:10:00,0600000003,3,0,0
vj_r1@17:50:00,18:30:00,18:30:00,0600000002,4,0,0
vj_r1@17:50:00,18:50:00,,0600000001,5,0,0
vj_r1@18:10:00,,18:10:00,0600000005,1,0,0
vj_r1@18:10:00,18:20:00,18:20:00,0600000004,2,0,0
vj_r1@18:10:00,18:30:00,18:30:00,0600000003,3,0,0
vj_r1@18:10:00,18:50:00,18:50:00,0600000002,4,0,0
vj_r1@18:10:00,19:10:00,,0600000001,5,0,0
vj_r1@18:30:00,,18:30:00,0600000005,1,0,0
vj_r1@18:30:00,18:40:00,18:40:00,0600000004,2,0,0
vj_r1@18:30:00,18:50:00,18:50:00,0600000003,3,0,0
vj_r1@18:30:00,19:10:00,19:10:00,0600000002,4,0,0
vj_r1@18:30:00,19:30:00,,0600000001,5,0,0
vj_r1@18:50:00,,18:50:00,0600000005,1,0,0
vj_r1@18:50:00,19:00:00,19:00:00,0600000004,2,0,0
vj_r1@18:50:00,19:10:00,19:10:00,0600000003,3,0,0
vj_r1@18:50:00,19:30:00,19:30:00,0600000002,4,0,0
vj_r1@18:50:00,19:50:00,,0600000001,5,0,0
vj_r1@19:10:00,,19:10:00,0600000005,1,0,0
vj_r1@19:10:00,19:20:00,19:20:00,0600000004,2,0,0
vj_r1@19:10:00,19:30:00,19:30:00,0600000003,3,0,0
vj_r1@19:10:00,19:50:00,19:50:00,0600000002,4,0,0
vj_r1@19:10:00,20:10:00,,0600000001,5,0,0
vj_r1@19:30:00,,19:30:00,0600000005,1,0,0
vj_r1@19:30:00,19:40:00,19:40:00,0600000004,2,0,0
vj_r1@19:30:00,19:50:00,19:50:00,0600000003,3,0,0
vj_r1@19:30:00,20:10:00,20:10:00,0600000002,4,0,0
vj_r1@19:30:00,20:30:00,,0600000001,5,0,0
vj_r2@20:00:00,,20:00:00,0600000005,1,0,0
vj_r2@20:00:00,20:10:00,20:10:00,0600000004,2,0,0
vj_r2@20:00:00,20:20:00,20:20:00,0600000003,3,0,0
vj_r2@20:00:00,20:40:00,20:40:00,0600000002,4,0,0
vj_r2@20:00:00,21:00:00,,0600000001,5,0,0
