035090660001,51.50113,-0.86989
035090680002,51.50260,-0.86923
035090700001,51.50742,-0.86868
035090700002,51.50848,-0.86824
035090720001,51.51145,-0.86847
035090720002,51.51127,-0.86834
035090740001,51.51544,-0.86967
035090740002,51.51525,-0.86937
035090760001,51.51904,-0.87246
035090760002,51.52082,-0.87361
035090780001,51.52383,-0.87750
035090780002,51.52356,-0.87705
035090800001,51.53133,-0.88871
035090820001,51.53627,-0.89672
035090820002,51.53593,-0.89628
035091020001,51.47611,-0.88550
035091020002,51.47630,-0.88503
035091040001,51.47770,-0.88257
035091040002,51.47731,-0.88301
035091060001,51.47822,-0.87230
035091060002,51.47813,-0.87271
035091100001,51.47804,-0.86548
035091100002,51.47735,-0.86715
035091200001,51.47908,-0.86370
035091200002,51.47889,-0.86377
035091300001,51.48184,-0.86144
035091300002,51.48152,-0.86150
035091400001,51.48347,-0.86019
035091400002,51.48344,-0.85999
035091420002,51.48522,-0.86241
035091440001,51.48594,-0.86482
035091440002,51.48634,-0.86359
035091460001,51.48558,-0.86904
035091460002,51.48566,-0.86867
036006001003,51.51932,-0.72258
036006001007,51.53505,-0.74407
036006001010,51.53736,-0.72924
036006001014,51.53276,-0.72917
036006001026,51.55760,-0.72298
036006001056,51.52029,-0.74252
036006001059,51.51934,-0.75996
036006001165,51.52132,-0.72388
036006002008,51.53315,-0.75168
036006002054,51.52212,-0.73369
036006002168,51.52381,-0.71139
036006003007,51.53500,-0.74439
036006003008,51.53317,-0.75138
036006005005,51.52248,-0.71814
036006006006,51.52218,-0.71641
036006006008,51.52186,-0.71637
036006007007,51.52284,-0.71996
036006008008,51.52135,-0.72067
036006009009,51.52155,-0.72438
036006009010,51.52113,-0.72379
036006065065,51.52503,-0.74531
036006073073,51.52113,-0.73866
036006074074,51.52037,-0.74139
036006076076,51.51872,-0.74921
036006077078,51.51927,-0.75327
036006097097,51.52681,-0.72109
036006097098,51.52643,-0.72060
036006099099,51.53033,-0.72311
036006100100,51.53226,-0.72513
036006100101,51.53240,-0.72504
036006104104,51.53617,-0.72983
036006104105,51.53590,-0.73015
036006106106,51.53466,-0.73144
036006106107,51.53407,-0.73127
036006110110,51.53809,-0.73130
036006111111,51.53992,-0.73230
036006111112,51.54058,-0.73236
036006114114,51.52375,-0.70484
036006117117,51.54015,-0.70252
036006119120,51.52366,-0.71083
036006140140,51.52479,-0.71844
036006140141,51.52443,-0.71938
036006180180,51.55722,-0.73253
036006180181,51.55698,-0.73227
036006182182,51.55491,-0.73191
036006182183,51.55485,-0.73179
036006184184,51.55302,-0.73086
036006184185,51.55290,-0.73097
036006186186,51.55204,-0.72647
036006186187,51.55191,-0.72686
036006188188,51.55012,-0.72742
036006190190,51.55777,-0.72061
036006191192,51.55798,-0.72604
036006193193,51.55821,-0.72793
036006193194,51.55850,-0.72848
036006195195,51.55991,-0.71089
036006195196,51.55977,-0.71060
036006214214,51.48104,-0.61135
036006215215,51.48328,-0.60837
036006218218,51.48267,-0.60784
036006221221,51.48041,-0.61856
036006221222,51.48035,-0.61719
036006223223,51.48023,-0.61434
036006487487,51.48973,-0.60930
036006488488,51.48946,-0.60937
036006489489,51.49377,-0.61837
036006489490,51.49393,-0.61907
036006491491,51.49427,-0.62210
036006491492,51.49449,-0.62248
036006493493,51.49631,-0.63199
036006493494,51.49618,-0.63204
036006495495,51.49726,-0.63542
036006496496,51.49774,-0.63752
036006497497,51.49837,-0.63922
036006500500,51.49848,-0.64083
036006500501,51.49876,-0.64135
036006726726,51.52393,-0.70514
036006728728,51.55028,-0.72738
036006739739,51.49184,-0.60937
036006739740,51.49209,-0.60962
036006747747,51.53566,-0.70043
036006757757,51.49712,-0.60448
036006757758,51.49682,-0.60437
036006817817,51.52639,-0.74463
03700031,51.51206,-0.57513
03700032,51.51191,-0.57489
03700033,51.51447,-0.57257
03700034,51.51772,-0.56971
03700036,51.52025,-0.56980
03700037,51.52066,-0.56928
03700038,51.52228,-0.57100
03700039,51.52280,-0.57228
03700040,51.52298,-0.57448
03700041,51.52320,-0.57441
03700042,51.52316,-0.57788
03700043,51.52323,-0.57854
03700044,51.52301,-0.57995
03700045,51.52501,-0.58114
03700046,51.52637,-0.58046
03700047,51.53009,-0.57870
03700048,51.52962,-0.57862
03700049,51.53250,-0.57612
03700051,51.53240,-0.57570
03700052,51.52257,-0.57941
03700053,51.52232,-0.57922
03700054,51.52125,-0.57886
03700055,51.52098,-0.57854
03700056,51.51960,-0.57743
03700057,51.51928,-0.57473
03700058,51.51890,-0.57184
03700059,51.51678,-0.57022
03700060,51.51435,-0.57389
03700061,51.51562,-0.57836
03700062,51.51546,-0.57927
03700063,51.51392,-0.58140
03700064,51.51325,-0.58152
03700065,51.51610,-0.57910
03700066,51.51828,-0.57841
03700067,51.51771,-0.57821
03700068,51.52036,-0.57987
03700069,51.52068,-0.57995
03700070,51.51207,-0.58266
03700071,51.51218,-0.58276
03700072,51.50926,-0.58352
03700074,51.50497,-0.57335
03700075,51.50473,-0.57315
03700076,51.50311,-0.56940
03700077,51.50271,-0.56814
03700078,51.50123,-0.56568
03700097,51.50136,-0.52907
03700098,51.50088,-0.53160
03700100,51.49950,-0.53681
03700102,51.49878,-0.53729
03700106,51.49615,-0.54187
03700107,51.49646,-0.53787
03700110,51.50223,-0.53214
03700112,51.50275,-0.53836
03700114,51.50505,-0.53929
03700115,51.50205,-0.54260
03700117,51.50468,-0.54416
03700118,51.50388,-0.54407
03700120,51.50393,-0.54282
03700126,51.50401,-0.54836
03700127,51.50404,-0.54783
03700141,51.50169,-0.56427
03700142,51.50285,-0.56117
03700143,51.50281,-0.56052
03700144,51.50223,-0.55740
03700145,51.50207,-0.55693
03700146,51.50158,-0.55371
03700147,51.50147,-0.55392
03700148,51.50071,-0.54968
03700149,51.50071,-0.54920
03700150,51.49878,-0.54729
03700151,51.49784,-0.54712
03700152,51.49628,-0.54675
03700153,51.49692,-0.54522
03700154,51.49710,-0.54479
03700171,51.52588,-0.65561
03700172,51.52589,-0.65891
03700174,51.52827,-0.65988
03700177,51.52914,-0.65234
03700178,51.52931,-0.65281
03700179,51.52816,-0.65109
03700180,51.52710,-0.64884
03700181,51.52695,-0.64831
03700182,51.52785,-0.65044
03700185,51.52871,-0.64848
03700186,51.52902,-0.64844
03700189,51.53044,-0.65186
03700190,51.53015,-0.65211
03700197,51.52999,-0.64801
03700198,51.53008,-0.64746
03700199,51.52995,-0.64592
03700200,51.53003,-0.64535
03700201,51.52996,-0.64244
03700202,51.52982,-0.64232
03700203,51.52971,-0.63846
03700204,51.52979,-0.63784
03700205,51.52918,-0.63687
03700206,51.52790,-0.63501
03700207,51.52780,-0.63497
03700208,51.52790,-0.63125
03700209,51.52792,-0.63139
03700210,51.52786,-0.62969
03700211,51.52762,-0.62883
03700214,51.53229,-0.64670
03700215,51.53213,-0.64570
03700216,51.53212,-0.64176
03700217,51.53216,-0.64074
03700218,51.53211,-0.63762
03700219,51.53225,-0.63703
03700226,51.53494,-0.62551
03700227,51.53479,-0.62543
03700228,51.53364,-0.62394
03700229,51.53376,-0.62440
03700230,51.53715,-0.62599
03700231,51.53720,-0.62569
03700232,51.53728,-0.62898
03700233,51.53721,-0.62994
03700234,51.53633,-0.63033
03700235,51.53574,-0.63067
03700236,51.53292,-0.63084
03700237,51.53251,-0.63098
03700238,51.53107,-0.62344
03700239,51.53033,-0.62330
03700240,51.52915,-0.62267
03700241,51.52934,-0.61908
03700242,51.52932,-0.61850
03700244,51.52936,-0.62548
03700245,51.52925,-0.62496
03700256,51.51347,-0.61270
03700308,51.50595,-0.57736
03700309,51.50675,-0.57885
03700310,51.50894,-0.58520
03700311,51.50929,-0.58582
03700316,51.50519,-0.59833
03700317,51.50519,-0.59854
03700318,51.50284,-0.59985
03700319,51.50302,-0.60012
03700323,51.51057,-0.59325
03700324,51.51055,-0.59309
03700330,51.50911,-0.59364
03700331,51.50917,-0.59391
03700334,51.50790,-0.59656
03700335,51.51030,-0.59667
03700337,51.51064,-0.59690
03700338,51.51017,-0.59307
03700340,51.50980,-0.59036
03700344,51.50776,-0.58833
03700345,51.50747,-0.58647
03700347,51.50735,-0.59117
03700348,51.51474,-0.59237
03700349,51.51521,-0.59165
03700350,51.51642,-0.59092
03700351,51.51754,-0.58989
03700352,51.51850,-0.58983
03700369,51.52053,-0.61535
03700370,51.52472,-0.61560
03700371,51.52642,-0.61620
03700372,51.53127,-0.61765
03700373,51.53165,-0.61751
03700374,51.53446,-0.61764
03700375,51.53474,-0.61799
03700376,51.52698,-0.61599
03700377,51.52340,-0.61518
03700379,51.51956,-0.61498
03700380,51.51341,-0.61235
03700381,51.51214,-0.61017
03700382,51.51140,-0.60424
03700383,51.51801,-0.59114
03700384,51.51819,-0.59199
03700385,51.51841,-0.59429
03700386,51.51837,-0.59488
03700387,51.51914,-0.59843
03700388,51.51891,-0.59800
03700396,51.52769,-0.61527
03700397,51.52780,-0.61522
03700398,51.52819,-0.61078
03700399,51.52820,-0.60980
03700400,51.52852,-0.60558
03700401,51.52865,-0.60566
03700402,51.52846,-0.60281
03700403,51.52848,-0.60238
03700404,51.52764,-0.59846
03700405,51.52768,-0.59815
03700406,51.52574,-0.59758
03700407,51.52492,-0.59781
03700408,51.52283,-0.59866
03700409,51.52267,-0.59852
03700410,51.52060,-0.58968
03700411,51.52132,-0.58983
03700427,51.51974,-0.56643
03700428,51.52009,-0.56646
03700429,51.51086,-0.60131
03700430,51.51128,-0.60472
03700431,51.51178,-0.60958
03700441,51.52919,-0.63671
03700443,51.50878,-0.59564
03700444,51.51066,-0.59284
03700445,51.51069,-0.59308
03700449,51.51076,-0.59308
03700450,51.51079,-0.59330
03700451,51.51082,-0.59348
03700456,51.50964,-0.57830
03700457,51.50961,-0.57876
03700466,51.51895,-0.57154
03700467,51.51508,-0.57121
03700468,51.51462,-0.57456
03700470,51.49753,-0.54319
03700472,51.49938,-0.54347
03700474,51.50143,-0.52951
03700494,51.51530,-0.57749
03700500,51.52882,-0.62737
03700501,51.52844,-0.62722
039025030001,51.47146,-0.95158
039025030002,51.47148,-0.95104
039025290001,51.46686,-0.97673
039025440001,51.48364,-0.96273
039025480001,51.45306,-0.95123
039025480003,51.45309,-0.94988
039025490001,51.48564,-0.96536
039025540001,51.47068,-0.95788
039025540002,51.47059,-0.95813
039025550001,51.45427,-0.94431
039025550002,51.45396,-0.94516
039025600001,51.46776,-0.97550
039025600002,51.46747,-0.97353
039025920003,51.45498,-0.96831
039025980002,51.45385,-0.95726
039026050006,51.45532,-0.96295
039026100003,51.45669,-0.97481
039026100011,51.45668,-0.97076
039026300002,51.47486,-0.94246
039026300003,51.47466,-0.94261
039026410005,51.45506,-0.96145
039026480003,51.48576,-0.96071
039026570001,51.45499,-0.94071
039026570002,51.45467,-0.94198
039026670001,51.47333,-0.94676
039026670002,51.47319,-0.94679
039026720001,51.46589,-0.95939
039026720002,51.46622,-0.95932
039027060001,51.45885,-0.97483
039027060017,51.45856,-0.97367
039027060018,51.45852,-0.97339
039027060021,51.45789,-0.97010
039027150001,51.49061,-0.96221
039027300001,51.46550,-0.96278
039027300002,51.46543,-0.96186
039027320005,51.45497,-0.97508
039027360001,51.46796,-0.95953
039027360002,51.46896,-0.95936
039027410001,51.46265,-0.97531
039027410002,51.46264,-0.97551
039027450001,51.45346,-0.95525
039027450002,51.45345,-0.95347
039027500001,51.46414,-0.97690
039027500002,51.46457,-0.97755
039027520001,51.48224,-0.96394
039027520002,51.48203,-0.96387
039027590001,51.47072,-0.95373
039027590002,51.47057,-0.95401
039027620001,51.45916,-0.96826
039027620002,51.45853,-0.96874
039027680001,51.46586,-0.96484
039027770001,51.46679,-0.97065
040000001091,51.52648,-0.57213
040000001092,51.52607,-0.57176
040000001093,51.52248,-0.56948
040000001094,51.52275,-0.56972
040000001095,51.52190,-0.56126
040000001096,51.52166,-0.56396
040000001097,51.52200,-0.55658
040000001099,51.51600,-0.55679
040000001189,51.61401,-0.64729
040000001190,51.61386,-0.64740
040000001191,51.61499,-0.64473
040000001192,51.61501,-0.64431
040000001193,51.61572,-0.64051
040000001194,51.61564,-0.64005
040000001195,51.61594,-0.63571
040000001196,51.61632,-0.63259
040000001197,51.61652,-0.63111
040000001198,51.60358,-0.64289
040000001199,51.60365,-0.64302
040000001200,51.61495,-0.62627
040000001201,51.61469,-0.62565
040000001203,51.59869,-0.67125
040000001204,51.59870,-0.67108
040000001205,51.60520,-0.66747
040000001207,51.59974,-0.66832
040000001208,51.59943,-0.67032
040000001209,51.59948,-0.66307
040000001210,51.59939,-0.66436
040000001211,51.59937,-0.65811
040000001212,51.59926,-0.65990
040000001213,51.59945,-0.64870
040000001214,51.59909,-0.64973
040000001215,51.60199,-0.63566
040000001216,51.60160,-0.63772
040000001217,51.60289,-0.63808
040000001218,51.60285,-0.63782
040000001219,51.60629,-0.64046
040000001220,51.60710,-0.64114
040000001221,51.61068,-0.64592
040000001222,51.61080,-0.64578
040000001223,51.61187,-0.64718
040000001224,51.61197,-0.64697
040000001225,51.61031,-0.64338
040000001226,51.61014,-0.64400
040000001227,51.61060,-0.63886
040000001228,51.61051,-0.63864
040000001229,51.61088,-0.63373
040000001230,51.61078,-0.63358
040000001231,51.60625,-0.63309
040000001232,51.60674,-0.63315
040000001233,51.60194,-0.62984
040000001234,51.60197,-0.63084
040000001235,51.58949,-0.62954
040000001236,51.59150,-0.62977
040000001237,51.58278,-0.62891
040000001238,51.58279,-0.62908
040000001239,51.57514,-0.62351
040000001240,51.57489,-0.62351
040000001241,51.57233,-0.62124
040000001242,51.57232,-0.62140
040000001243,51.56608,-0.61724
040000001244,51.56680,-0.61779
040000001245,51.57141,-0.60163
040000001246,51.57275,-0.60354
040000001247,51.57077,-0.60401
040000001248,51.57010,-0.60429
040000001249,51.56719,-0.60532
040000001250,51.56725,-0.60542
040000001251,51.56453,-0.61006
040000001252,51.56464,-0.60990
040000001253,51.56285,-0.61511
040000001254,51.56325,-0.61531
040000001255,51.56038,-0.61517
040000001256,51.56118,-0.61530
040000001257,51.55745,-0.61533
040000001258,51.55836,-0.61537
040000001259,51.55397,-0.61529
040000001260,51.55371,-0.61543
040000001261,51.55013,-0.61500
040000001262,51.55080,-0.61549
040000001263,51.54662,-0.61524
040000001264,51.54691,-0.61535
040000001265,51.54144,-0.61623
040000001266,51.54253,-0.61623
040000001267,51.53848,-0.61681
040000001268,51.53851,-0.61696
040000001273,51.53725,-0.57541
040000001274,51.53787,-0.57559
040000001275,51.54207,-0.57351
040000001276,51.54237,-0.57346
040000001277,51.54467,-0.57140
040000001278,51.54538,-0.57107
040000001279,51.54783,-0.56945
040000001280,51.54772,-0.56963
040000001281,51.55036,-0.56790
040000001282,51.54949,-0.56881
040000001283,51.55208,-0.56744
040000001284,51.55244,-0.56746
040000001285,51.55659,-0.56606
040000001286,51.55665,-0.56619
040000001287,51.55828,-0.56484
040000001288,51.55853,-0.56472
040000001289,51.56098,-0.56129
040000001290,51.56129,-0.56081
040000001291,51.56239,-0.55683
040000001292,51.56230,-0.55740
040000001293,51.56610,-0.55209
040000001294,51.56612,-0.55224
040000001295,51.56859,-0.55020
040000001296,51.57313,-0.55029
040000001297,51.57311,-0.55013
040000001298,51.57703,-0.55175
040000001299,51.57634,-0.55104
040000001300,51.57484,-0.53745
040000001301,51.55280,-0.48758
040000001302,51.55342,-0.48843
040000001303,51.55617,-0.49086
040000001304,51.55574,-0.49067
040000001305,51.56606,-0.50075
040000001306,51.56594,-0.50124
040000001307,51.56823,-0.50388
040000001308,51.56772,-0.50373
040000001309,51.57130,-0.50488
040000001310,51.57172,-0.50508
040000001311,51.57520,-0.50378
040000001312,51.57529,-0.50392
040000001313,51.57959,-0.50016
040000001314,51.58102,-0.49991
040000001315,51.58156,-0.49706
040000001316,51.58202,-0.49643
040000001317,51.58157,-0.50279
040000001319,51.58608,-0.49963
040000001320,51.58651,-0.50002
040000001321,51.57165,-0.51960
040000001322,51.57149,-0.52053
040000001323,51.57323,-0.52676
040000001324,51.57293,-0.52673
040000001325,51.57398,-0.53118
040000001326,51.57398,-0.53263
040000001327,51.57495,-0.53729
040000001328,51.57604,-0.54206
040000001329,51.57596,-0.54142
040000001330,51.57735,-0.54858
040000001331,51.57762,-0.54914
040000001332,51.57987,-0.55420
040000001333,51.57977,-0.55371
040000001334,51.58224,-0.55740
040000001335,51.58255,-0.55749
040000001336,51.58369,-0.55931
040000001337,51.58465,-0.56018
040000001338,51.58676,-0.56277
040000001339,51.58780,-0.56367
040000001340,51.59132,-0.57594
040000001341,51.59149,-0.57598
040000001342,51.59167,-0.58316
040000001343,51.59186,-0.58259
040000001344,51.59470,-0.59535
040000001345,51.59521,-0.59576
040000001346,51.59800,-0.60794
040000001347,51.59802,-0.60682
040000001348,51.58064,-0.49874
040000001349,51.56454,-0.49520
040000001350,51.57852,-0.51590
040000001351,51.59350,-0.50896
040000001354,51.58328,-0.50503
040000001355,51.58227,-0.50590
040000001356,51.58441,-0.50208
040000001357,51.57200,-0.50211
040000001358,51.57190,-0.50204
040000001360,51.56904,-0.54990
040000001361,51.57219,-0.49698
040000001362,51.57230,-0.49731
040000001401,51.52530,-0.58974
040000001402,51.52561,-0.58980
040000001403,51.52982,-0.58820
040000001404,51.53233,-0.58565
040000001405,51.53281,-0.58544
040000001406,51.53540,-0.58582
040000001407,51.53590,-0.58556
040000001408,51.53825,-0.58603
040000001409,51.53856,-0.58615
040000001410,51.54337,-0.58766
040000001411,51.54250,-0.58781
040000001412,51.54540,-0.58607
040000001413,51.54449,-0.58655
040000001414,51.54737,-0.58529
040000001415,51.54822,-0.58505
040000001416,51.55043,-0.58480
040000001417,51.55034,-0.58462
040000001418,51.55445,-0.58451
040000001419,51.55445,-0.58436
040000001420,51.55940,-0.58415
040000001421,51.55913,-0.58403
040000001422,51.56143,-0.58402
040000001423,51.56097,-0.58389
040000001424,51.56613,-0.58237
040000001425,51.56686,-0.58176
040000001426,51.57158,-0.57780
040000001427,51.57185,-0.57688
040000001428,51.57505,-0.56926
040000001429,51.57504,-0.56895
040000001430,51.57763,-0.56399
040000001431,51.57750,-0.56396
040000001432,51.57877,-0.56287
040000001433,51.57901,-0.56247
040000001434,51.58174,-0.55990
040000001435,51.58238,-0.55909
040000001436,51.58615,-0.55594
040000001437,51.58659,-0.55493
040000001438,51.58684,-0.55486
040000001439,51.58908,-0.55212
040000001440,51.58869,-0.55282
040000001441,51.59329,-0.55402
040000001442,51.59399,-0.55455
040000001443,51.59101,-0.55259
040000001444,51.59084,-0.55258
040000001800,51.52691,-0.49229
040000001811,51.52012,-0.51676
040000001812,51.51996,-0.51682
040000001813,51.52093,-0.51356
040000001814,51.52075,-0.51278
040000001815,51.52074,-0.50828
040000001816,51.52061,-0.50867
040000001817,51.52277,-0.50880
040000001818,51.52318,-0.50876
040000001819,51.52702,-0.51395
040000001820,51.52742,-0.51407
040000001825,51.53175,-0.52232
040000001826,51.53148,-0.52203
040000001827,51.53598,-0.52441
040000001828,51.53566,-0.52338
040000001829,51.53548,-0.52767
040000001833,51.54176,-0.51898
040000001834,51.54272,-0.51980
040000001835,51.53928,-0.51687
040000001836,51.54092,-0.51842
040000001837,51.53731,-0.51541
040000001838,51.53781,-0.51585
040000001843,51.50781,-0.50693
040000001844,51.50769,-0.50723
040000001845,51.52063,-0.50711
040000001846,51.51977,-0.51050
040000001847,51.51667,-0.50345
040000001848,51.51729,-0.50332
040000001849,51.52701,-0.49249
040000001850,51.52234,-0.51437
040000001901,51.52366,-0.69712
040000001902,51.52379,-0.69712
040000001903,51.52287,-0.69146
040000001904,51.52288,-0.69104
040000001905,51.52209,-0.68158
040000001906,51.52215,-0.67958
040000001907,51.52155,-0.67454
040000001908,51.52170,-0.67483
040000001909,51.52117,-0.66893
040000001910,51.52134,-0.66870
040000001912,51.52176,-0.68081
040000001913,51.51597,-0.68356
040000001914,51.51592,-0.68342
040000001915,51.51191,-0.68268
040000001916,51.51197,-0.68257
040000001917,51.50734,-0.67645
040000001918,51.50671,-0.67548
040000001919,51.50300,-0.67147
040000001920,51.50301,-0.67136
040000001921,51.50278,-0.66929
040000001922,51.50304,-0.66909
040000001923,51.50436,-0.66535
040000001924,51.50443,-0.66541
040000001925,51.50317,-0.66129
040000001926,51.50325,-0.66080
040000001929,51.53444,-0.68699
040000001930,51.53384,-0.68694
040000001931,51.52810,-0.68010
040000001932,51.52805,-0.68027
040000001933,51.53130,-0.68458
040000001934,51.53097,-0.68424
040000001935,51.53140,-0.68792
040000001936,51.53133,-0.68792
040000001937,51.53822,-0.68874
040000001938,51.53841,-0.68891
040000001941,51.55178,-0.68280
040000001942,51.55156,-0.68307
040000001947,51.54636,-0.67403
040000001948,51.54547,-0.67319
040000001955,51.52757,-0.66676
040000001956,51.52754,-0.66687
040000001957,51.52958,-0.66686
040000001958,51.52890,-0.66696
040000001959,51.53250,-0.66607
040000001960,51.53272,-0.66624
040000001961,51.53609,-0.66651
040000001962,51.53617,-0.66595
040000001963,51.53615,-0.66021
040000001964,51.53620,-0.65988
040000001965,51.53539,-0.65706
040000001966,51.53554,-0.65720
040000001968,51.53324,-0.65403
040000001971,51.52740,-0.66058
040000001972,51.52735,-0.66155
040000001973,51.53223,-0.65798
040000001974,51.53243,-0.65767
040000001981,51.53818,-0.66161
040000001982,51.53825,-0.66143
040000001983,51.53849,-0.66316
040000001984,51.53857,-0.66304
040000001985,51.53929,-0.66090
040000001986,51.53902,-0.66079
040000001987,51.54046,-0.66144
040000001988,51.54023,-0.66240
040000001989,51.54032,-0.66574
040000001990,51.54051,-0.66507
040000001991,51.53194,-0.65380
040000001999,51.61308,-0.64530
040000002011,51.67527,-0.72753
040000002012,51.67350,-0.71893
040000002013,51.67334,-0.71902
040000002014,51.67562,-0.72034
040000002015,51.67689,-0.72139
040000002016,51.67827,-0.72279
040000002017,51.67800,-0.72297
040000002018,51.67561,-0.72616
040000002019,51.67523,-0.72701
040000002020,51.67506,-0.73332
040000002021,51.67503,-0.73315
040000002022,51.67099,-0.73350
040000002023,51.67041,-0.73361
040000002024,51.67384,-0.73390
040000002025,51.67470,-0.73420
040000002026,51.67738,-0.73438
040000002027,51.67793,-0.73456
040000002028,51.68468,-0.73441
040000002029,51.68391,-0.73395
040000002030,51.68965,-0.73628
040000002031,51.68939,-0.73623
040000002032,51.69334,-0.73996
040000002033,51.69291,-0.73965
040000002034,51.69591,-0.74240
040000002035,51.69659,-0.74290
040000002036,51.69911,-0.74249
040000002037,51.69898,-0.74278
040000002038,51.69971,-0.73744
040000002039,51.69980,-0.73772
040000002040,51.69964,-0.73380
040000002041,51.69971,-0.73343
040000002042,51.70018,-0.72899
040000002043,51.70028,-0.72900
040000002044,51.70163,-0.72465
040000002045,51.70172,-0.72479
040000002046,51.70251,-0.71781
040000002047,51.70264,-0.71770
040000002048,51.70373,-0.70920
040000002049,51.70446,-0.70703
040000002050,51.70422,-0.70731
